x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,outcome,mu0,mu1,tau,counterfactual,propensity_score
0.4967141530112327,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.5425600435859647,1,3.672942065843892,2.3523358551020728,3.600692931607689,1.2483570765056164,3.282869174426664,0.33907974890957066
-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212109,-1.4123037013352915,1,-4.189166943630687,-4.3952957552897285,-3.6270046016959596,0.7682911535937689,-5.056136952042309,0.7519663707774563
1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.5443827245251827,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,0,-3.2143839034994164,-2.6391974538558998,-0.9063730693951229,1.732824384460777,-2.328431566563054,0.6482800807931899
-0.6017066122293969,1.8522781845089378,-0.013497224737933921,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,0,0.5177418412690344,0.5296426643632626,1.228789358248564,0.6991466938853015,1.44382130119202,0.5541360754923091
0.7384665799954104,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.3436182895684614,-1.763040155362734,0,-4.719485439987726,-4.079338934894026,-2.7101056448963208,1.3692332899977053,-1.6367390624513485,0.49494000535498855
0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.33126343140356396,0.9755451271223592,1,3.4103330061267663,1.3787185027759474,2.540760487473345,1.1620419846973975,1.886730793830547,0.5129567390226628
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,1,-2.413029455325956,-2.3637068690134995,-1.6032939879361443,0.760412881077355,-3.0768991733796325,0.6454933038480619
0.36139560550841393,1.5380365664659692,-0.03582603910995154,1.5646436558140062,-2.6197451040897444,0.8219025043752238,0.08704706823817121,-0.2990073504658674,0.0917607765355023,-1.9875689146008928,0,-2.7620097025068033,-2.9883139102519376,-1.8076161074977306,1.180697802754207,-3.058844022875406,0.07499722796991569
-0.21967188783751193,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.5297602037670388,0.5132674331133561,1,1.6066138331566773,1.0006376592302118,1.8908017153114558,0.890164056081244,0.9004648904434551,0.4528810092089948
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.29612027706457605,0.26105527217988933,0.00511345664246089,-0.23458713337514692,1,0.8730054223661834,-1.743324862103501,-0.6947860874294807,1.0485387746740202,-1.5283988973267952,0.6480123346669909
-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,0.4040508568145384,1.8861859012105302,0.17457781283183896,0.25755039072276437,-0.07444591576616721,0,-0.19022938572020592,0.26951200934283326,0.5618266383176261,0.2923146289747929,1.2074247172771717,0.589466709147622
