x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,treatment,outcome,mu0,mu1,tau,ipw_weight
0.4967141530112327,-0.1382643011711846,0.6476885381006925,1.5230298564080254,-0.2341533747233359,-0.2341369569491805,1.5792128155073917,0.7674347291529088,-0.4694743859349521,0.5425600435859647,1,3.672942065843892,2.3523358551020728,3.600692931607689,1.2483570765056164,3.265191208474432
-0.4634176928124622,-0.4657297535702568,0.2419622715660341,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212108,-1.4123037013352917,1,-4.189166943630687,-4.3952957552897285,-3.62700460169596,0.7682911535937689,1.2209670148995362
1.465648768921554,-0.2257763004865356,0.0675282046879238,-1.4247481862134568,-0.5443827245251827,0.110922589709866,-1.1509935774223028,0.3756980183456719,-0.600638689918805,-0.2916937497932768,0,-3.2143839034994164,-2.6391974538559,-0.9063730693951229,1.732824384460777,3.9573768291574485
-0.6017066122293969,1.8522781845089376,-0.0134972247379339,-1.0577109289559004,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.959670123879776,-1.3281860488984305,0.1968612358691235,0,0.5177418412690344,0.5296426643632626,1.228789358248564,0.6991466938853015,2.6369333621130244
0.7384665799954104,0.1713682811899705,-0.1156482823882405,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189155,0.3436182895684614,-1.763040155362734,0,-4.719485439987726,-4.079338934894026,-2.7101056448963208,1.369233289997705,2.142197352371818
0.324083969394795,-0.3850822804163165,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.3312634314035639,0.9755451271223592,1,3.4103330061267663,1.3787185027759474,2.540760487473345,1.1620419846973975,1.9416818337887278
-0.4791742378452899,-0.1856589766638171,-1.1063349740060282,-1.1962066240806708,0.812525822394198,1.356240028570823,-0.0720101215803338,1.0035328978920242,0.3616360250476341,-0.6451197546051243,1,-2.413029455325956,-2.3637068690134995,-1.6032939879361443,0.760412881077355,1.4818184689446778
-0.2196718878375119,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.915402117702074,0.3287511096596844,-0.5297602037670388,0.5132674331133561,1,1.6066138331566773,1.0006376592302118,1.890801715311456,0.890164056081244,2.042795201020052
0.0970775493480403,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.3921081531321576,-1.4635149481321186,0.296120277064576,0.2610552721798893,0.0051134566424608,-0.2345871333751469,1,0.8730054223661834,-1.743324862103501,-0.6947860874294807,1.0485387746740202,1.5145846646486496
-1.4153707420504142,-0.420645322765359,-0.3427145165267695,-0.8022772692216189,-0.1612857116660091,0.4040508568145384,1.8861859012105304,0.1745778128318389,0.2575503907227643,-0.0744459157661672,0,-0.1902293857202059,0.2695120093428332,0.5618266383176261,0.2923146289747929,2.2755375220590364
-1.9187712152990413,-0.0265138754492168,0.0602302099410264,2.463242112485286,-0.1923609647811225,0.3015473423336124,-0.0347117697052433,-1.168678037619532,1.1428228145150203,0.7519330326867741,0,3.125158095885313,3.46424639041214,3.5048607827626195,0.0406143923504792,1.1895274006232002
0.7910319470430469,-0.9093874547947388,1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785,-0.9905363251306885,-0.5662977296027719,0.0996513650876412,-0.5034756541161992,0,0.3901798639205117,0.2941705959234617,1.6896865694449852,1.3955159735215237,1.670829974273759
